"Ranch2","Block","Variety","Treatment","pctNOW","pctTwigborer","Year","pctTotReject"
3450,"11-4","CA","1MD",0.675,0,2011,0.01282
3450,"11-4","CA","1MD",0.651,0.00042,2011,0.0104
3460,"30-1","WD","1CMD",0.123,0,2011,0.00424
3460,"30-1","WD","1CMD",0.03,0,2011,0.00199
3460,"30-1","WD","1CMD",0.058,0,2011,0.00337
3450,"11-4","CA","1MD",0.268,0,2011,0.00532
3450,"11-4","CA","1MD",0.235,0,2011,0.0063
3450,"11-4","CA","1MD",0.515,0,2011,0.00779
3450,"11-4","CA","1MD",0.353,0,2011,0.00723
3460,"30-1","WD","1CMD",0,0,2011,0.00148
3460,"30-1","WD","1CMD",0.121,0,2011,0.00584
3450,"11-4","CA","1MD",0.707,0,2011,0.01424
3460,"30-1","WD","1CMD",0.131,0,2011,0.00566
3460,"30-1","WD","1CMD",0,0,2011,0.00245
3440,"14-1","BU","2CMD",0.16,0,2011,0.00201
3450,"11-4","CA","1MD",0.264,0,2011,0.00376
3440,"14-1","BU","2CMD",0.232,0,2011,0.00626
3460,"30-1","WD","1CMD",0,0,2011,0.00171
3440,"14-1","BU","2CMD",0.262,0,2011,0.00694
3460,"30-1","WD","1CMD",0.072,0,2011,0.00211
3460,"30-2","BU","1CMD",0,0,2011,0.00454
3440,"14-1","BU","2CMD",0.389,0,2011,0.00663
3450,"12-4","CA","1MD",0,0,2011,0.00245
3440,"14-1","BU","2CMD",0,0,2011,0.00063
3460,"30-2","BU","1CMD",0.133,0,2011,0.00133
3460,"30-1","WD","1CMD",0,0,2011,0.00024
3440,"14-1","BU","2CMD",0.493,0,2011,0.01079
3460,"30-2","BU","1CMD",0,0,2011,0.00158
3460,"30-2","BU","1CMD",0,0.001,2011,0.0013
3440,"14-1","BU","2CMD",0.231,0,2011,0.00558
3460,"30-2","BU","1CMD",0,0,2011,4e-04
3440,"13-2","BU","2CMD",0.24,0,2011,0.00389
3440,"13-2","BU","2CMD",0,0,2011,0.0024
3460,"30-2","BU","1CMD",0.218,0,2011,0.00526
3440,"13-2","BU","2CMD",0.126,0,2011,0.00483
3440,"13-2","BU","2CMD",0.081,0,2011,0.00159
3460,"30-2","BU","1CMD",0,0,2011,0.00338
3460,"30-2","BU","1CMD",0,0,2011,0.00151
3460,"30-2","BU","1CMD",0.043,0,2011,0.00271
3440,"13-2","BU","2CMD",0.038,0,2011,0.0027
3440,"13-2","BU","2CMD",0.136,0,2011,0.00494
3460,"30-2","BU","1CMD",0,0,2011,0.00194
3460,"30-2","BU","1CMD",0,0,2011,0.00188
3440,"13-2","BU","2CMD",0.056,0,2011,0.00183
3440,"13-2","BU","2CMD",0.115,0,2011,0.00205
3440,"13-2","BU","2CMD",0.172,0,2011,0.00402
3460,"30-2","BU","1CMD",0,0,2011,0.00282
3460,"30-2","BU","1CMD",0.118,0,2011,0.00558
3440,"13-1","BU","2CMD",0.074,0,2011,0.00457
3440,"13-1","BU","2CMD",0.112,0,2011,0.00587
3460,"30-2","BU","1CMD",0,0,2011,0.00158
3440,"13-2","BU","2CMD",0,0,2011,0.001
3460,"30-2","BU","1CMD",0,0,2011,0.00295
3460,"30-2","BU","1CMD",0,0,2011,0.00114
3460,"30-2","BU","1CMD",0,0,2011,0.00044
3460,"30-2","BU","1CMD",0,0,2011,0.00143
3440,"13-1","BU","2CMD",0,0,2011,0.00074
3460,"30-2","BU","1CMD",0.249,0,2011,0.00702
3440,"13-1","BU","2CMD",0,0,2011,0.00337
3440,"13-2","BU","2CMD",0.186,0.00036,2011,0.00563
3460,"30-2","BU","1CMD",0.191,0,2011,0.00528
3460,"30-2","BU","1CMD",0,0,2011,0.00452
3460,"30-2","BU","1CMD",0,0,2011,0.00428
3460,"30-2","BU","1CMD",0,0,2011,0.00795
3440,"13-2","BU","2CMD",0,0,2011,0.00814
3440,"13-2","BU","2CMD",0,0,2011,0.00181
3440,"13-1","BU","2CMD",0.196,0,2011,0.00598
3440,"13-1","BU","2CMD",0,0,2011,0.00411
3460,"30-2","BU","1CMD",0,0,2011,0.00068
3460,"30-2","BU","1CMD",0.015,0,2011,0.00589
3440,"13-2","BU","2CMD",0,0.00099,2011,0.004
3460,"30-2","BU","1CMD",0.045,0,2011,0.00447
3460,"30-2","BU","1CMD",0,0,2011,0.00303
3440,"13-1","BU","2CMD",0,0,2011,0.00084
3460,"30-2","BU","1CMD",0,0,2011,0.00121
3440,"13-1","BU","2CMD",0,0,2011,0.00047
3440,"13-1","BU","2CMD",0,0,2011,0.00313
3460,"25-1,2","BU","1CMD",0.192,0,2011,0.00607
3440,"13-1","BU","2CMD",0,0,2011,0.00386
3460,"25-1,2","BU","1CMD",0.153,0,2011,0.00424
3440,"13-1","BU","2CMD",0.26,0,2011,0.00385
3460,"25-1,2","BU","1CMD",0.236,0,2011,0.00475
3460,"25-1,2","BU","1CMD",0.169,0,2011,0.00328
3460,"25-1,2","BU","1CMD",0.099,0,2011,0.0034
3440,"13-1","BU","2CMD",0,0,2011,0.00542
3440,"13-1","BU","2CMD",0,0,2011,0.00722
3440,"14-4","CA","2MD",0.239,0,2011,0.00403
3460,"25-1,2","BU","1CMD",0.094,0,2011,0.00204
3460,"25-1,2","BU","1CMD",0,0,2011,0.00225
3460,"30-2","BU","1CMD",0,0,2011,0.00134
3460,"25-1,2","BU","1CMD",0.233,0,2011,0.00395
3460,"25-1,2","BU","1CMD",0,0,2011,0.00143
3440,"13-1","BU","2CMD",0,0,2011,0.00427
3460,"25-1,2","BU","1CMD",0.271,0,2011,0.00739
3460,"25-1,2","BU","1CMD",0,0,2011,0.00331
3440,"14-4","CA","2MD",0.783,0,2011,0.00825
3460,"25-1,2","BU","1CMD",0,0,2011,0.00304
3460,"25-1,2","BU","1CMD",0.18,0,2011,0.00218
3460,"25-1,2","BU","1CMD",0.086,0,2011,0.01064
3440,"14-4","CA","2MD",1.006,0,2011,0.01253
3440,"14-4","CA","2MD",0.081,0.00114,2011,0.0057
3460,"25-1,2","BU","1CMD",0.085,0,2011,0.00111
3460,"25-1,2","BU","1CMD",0,0,2011,0.00327
3440,"14-4","CA","2MD",1.367,0,2011,0.01757
3460,"25-1,2","BU","1CMD",0,0,2011,0.00679
3460,"25-1,2","BU","1CMD",0,0,2011,0.00533
3460,"25-1,2","BU","1CMD",0.243,0,2011,0.00347
3460,"25-1,2","BU","1CMD",0.046,0,2011,0.00233
3460,"25-1,2","BU","1CMD",0,0,2011,0.00145
3460,"25-1,2","BU","1CMD",0,0,2011,0.00169
3460,"25-1,2","BU","1CMD",0.067,0,2011,0.00316
3460,"25-1,2","BU","1CMD",0,0,2011,0.00262
3460,"25-1,2","BU","1CMD",0.132,0,2011,0.00344
3460,"25-1,2","BU","1CMD",0.344,0,2011,0.00731
3460,"25-1,2","BU","1CMD",0.091,0,2011,0.00557
3460,"25-1,2","BU","1CMD",0,0,2011,0.00172
3460,"25-1,2","BU","1CMD",0,0,2011,0.00203
3460,"25-1,2","BU","1CMD",0,0,2011,0.00334
3460,"25-1,2","BU","1CMD",0,0,2011,0.00212
3440,"14-4","CA","2MD",0.898,0,2011,0.01159
3450,"01-2","MO","Conv",0.259,0,2011,0.00603
3450,"01-2","MO","Conv",0.145,0,2011,0.00904
3450,"01-2","MO","Conv",0.163,0,2011,0.01419
3450,"01-2","MO","Conv",0.16,0,2011,0.00963
3450,"01-2","MO","Conv",0,0,2011,0.00715
3450,"01-2","MO","Conv",0.298,0,2011,0.00511
3450,"01-2","MO","Conv",0.368,0,2011,0.00409
3450,"01-2","MO","Conv",0.391,0,2011,0.01289
3450,"01-2","MO","Conv",0,0,2011,0.00905
3450,"01-2","MO","Conv",0.615,0,2011,0.01024
3450,"01-2","MO","Conv",1.121,0,2011,0.02274
3450,"02-1","MO","Conv",0,0,2011,0.00165
3450,"02-1","MO","Conv",0,0,2011,0.00668
3450,"02-1","MO","Conv",0.509,0,2011,0.01162
3450,"02-1","MO","Conv",0.431,0,2011,0.01007
3450,"02-1","MO","Conv",0.222,0,2011,0.00395
3450,"02-1","MO","Conv",0.143,0,2011,0.01088
3450,"02-1","MO","Conv",0.321,0,2011,0.0092
3440,"13-1","FR","2CMD",0,0,2011,0.00754
3450,"02-1","MO","Conv",0.218,0,2011,0.00548
3440,"13-1","FR","2CMD",0,0,2011,0.00631
3440,"13-1","FR","2CMD",0.432,0,2011,0.01192
3440,"13-1","FR","2CMD",0,0,2011,0.00689
3450,"02-1","MO","Conv",0,0,2011,0.00782
3450,"02-1","MO","Conv",0.067,0,2011,0.0032
3440,"13-1","FR","2CMD",0.414,0,2011,0.01037
3440,"13-1","FR","2CMD",0,0,2011,0.00383
3450,"02-1","MO","Conv",0.729,0,2011,0.01371
3450,"02-1","MO","Conv",0.515,0,2011,0.008
3440,"13-1","FR","2CMD",0,0,2011,0.01043
3450,"01-2","FR","Conv",0.123,0,2011,0.0096
3450,"01-2","FR","Conv",0.293,0,2011,0.0083
3450,"01-2","FR","Conv",0.214,0,2011,0.00497
3440,"13-1","FR","2CMD",0.068,0,2011,0.00477
3450,"01-2","FR","Conv",0.105,0,2011,0.01264
3450,"01-2","FR","Conv",0.356,0,2011,0.01429
3450,"01-2","FR","Conv",0.217,0,2011,0.01088
3440,"13-1","FR","2CMD",0.08,0,2011,0.00418
3450,"01-2","FR","Conv",0,0,2011,0.01303
3440,"13-1","FR","2CMD",0.131,0,2011,0.00856
3450,"01-2","FR","Conv",0.272,0,2011,0.01875
3440,"13-1","FR","2CMD",0.076,0,2011,0.00882
3450,"01-2","FR","Conv",0.262,0,2011,0.01802
3440,"13-1","FR","2CMD",0.308,0,2011,0.00386
3440,"13-2","FR","2CMD",0.253,0,2011,0.01746
3450,"01-2","FR","Conv",0.271,0,2011,0.01048
3450,"02-1","FR","Conv",0,0,2011,0.01778
3440,"13-2","FR","2CMD",0,0,2011,0.01166
3450,"02-1","FR","Conv",0.236,0,2011,0.01134
3440,"13-2","FR","2CMD",0,0,2011,0.02066
3440,"13-2","FR","2CMD",0,0,2011,0.01046
3450,"02-1","FR","Conv",0.328,0,2011,0.00768
3440,"13-2","FR","2CMD",0,0,2011,0.01203
3440,"13-2","FR","2CMD",0,0,2011,0.02436
3450,"02-1","FR","Conv",0.068,0,2011,0.0122
3450,"02-1","FR","Conv",0.334,0,2011,0.01167
3440,"13-2","FR","2CMD",0,0,2011,0.00865
3450,"02-2","FR","Conv",3.862,0,2011,0.05102
3440,"13-2","FR","2CMD",0,0,2011,0.00589
3440,"13-2","FR","2CMD",0,0,2011,0.00556
3450,"02-2","FR","Conv",0.831,0,2011,0.02575
3450,"02-1","FR","Conv",0.629,0,2011,0.03823
3450,"02-1","FR","Conv",0.415,0,2011,0.01416
3440,"14-1","FR","2CMD",0.29,0,2011,0.00697
3450,"02-2","FR","Conv",3.655,0,2011,0.05593
3440,"14-1","FR","2CMD",0.38,0,2011,0.01706
3450,"02-2","FR","Conv",3.398,0,2011,0.04791
3450,"02-1","FR","Conv",0.206,0,2011,0.01159
3450,"02-1","FR","Conv",0.997,0,2011,0.02205
3440,"13-2","FR","2CMD",0,0,2011,0.00659
3440,"14-1","FR","2CMD",1.097,0,2011,0.03004
3450,"02-1","FR","Conv",0.566,0,2011,0.0126
3440,"14-4","FR","2MD",2.452,0,2011,0.0324
3450,"02-2","FR","Conv",7.771,0,2011,0.0884
3450,"02-1","FR","Conv",0.735,0,2011,0.02434
3440,"13-2","FR","2CMD",0.23,0,2011,0.01307
3440,"13-2","FR","2CMD",0,0,2011,0.01566
3440,"13-2","FR","2CMD",0.087,0,2011,0.00822
3440,"14-4","FR","2MD",3.773,0,2011,0.04788
3440,"14-1","FR","2CMD",4.637,0,2011,0.05001
3440,"14-1","FR","2CMD",0.964,0.00371,2011,0.01563
3450,"02-1","FR","Conv",1.043,0,2011,0.0325
3440,"14-4","FR","2MD",1.572,0,2011,0.02918
3450,"01-3","MO","Conv",0.355,0.00249,2011,0.01246
3450,"02-2","MO","Conv",1.894,0,2011,0.03582
3450,"02-2","MO","Conv",0.893,0,2011,0.02322
3450,"02-2","MO","Conv",1.155,0,2011,0.0305
3440,"14-1","FR","2CMD",1.546,0,2011,0.0267
3440,"14-4","FR","2MD",0.359,0,2011,0.00912
3440,"14-4","FR","2MD",5.957,0,2011,0.06585
3440,"13-3","FR","2MD",0.965,0,2011,0.0215
3450,"01-3","MO","Conv",0.105,0,2011,0.00649
3440,"14-4","FR","2MD",3.344,0,2011,0.04459
3450,"01-3","MO","Conv",0.134,0,2011,0.00272
3450,"01-3","MO","Conv",0.614,0,2011,0.01414
3450,"02-2","MO","Conv",0.818,0,2011,0.01691
3450,"01-3","MO","Conv",0.205,0,2011,0.00718
3450,"02-2","MO","Conv",0.597,0,2011,0.00991
3440,"13-3","FR","2MD",0.242,0,2011,0.0109
3440,"13-3","FR","2MD",0.082,0,2011,0.00955
3440,"13-3","FR","2MD",0.409,0,2011,0.00842
3440,"13-3","FR","2MD",0.076,0,2011,0.01005
3440,"13-3","FR","2MD",0.099,0,2011,0.00656
3440,"13-3","FR","2MD",0.477,0,2011,0.01115
3450,"01-3","MO","Conv",0.507,0,2011,0.0092
3450,"01-3","MO","Conv",0.451,0,2011,0.00627
3450,"01-3","MO","Conv",0.108,0,2011,0.00573
3440,"13-3","FR","2MD",0.405,0,2011,0.00502
3440,"13-3","FR","2MD",0.842,0,2011,0.01204
3450,"01-3","MO","Conv",0,0,2011,0.00236
3450,"01-3","MO","Conv",0.607,0,2011,0.00713
3440,"13-3","FR","2MD",0.197,0.00109,2011,0.00654
3450,"01-3","MO","Conv",0.266,0,2011,0.01
3450,"01-3","MO","Conv",1.067,0,2011,0.0155
3440,"13-4","FR","2MD",0.239,0,2011,0.00702
3450,"02-4","MO","Conv",0.309,0,2011,0.00682
3450,"01-3","MO","Conv",0.569,0,2011,0.01235
3440,"13-3","FR","2MD",0,0,2011,0.00789
3440,"13-3","FR","2MD",0.314,0,2011,0.01013
3450,"02-4","MO","Conv",0.458,0,2011,0.0094
3450,"02-4","MO","Conv",0.252,0,2011,0.01014
3450,"02-4","MO","Conv",0.338,0,2011,0.00676
3450,"02-4","MO","Conv",0.383,0,2011,0.00804
3440,"13-4","FR","2MD",0,0,2011,0.00474
3440,"13-4","FR","2MD",0.097,0,2011,0.00197
3440,"13-4","FR","2MD",0.751,0,2011,0.01577
3440,"13-4","FR","2MD",0.258,0,2011,0.0062
3450,"02-4","MO","Conv",0.513,0,2011,0.00812
3450,"02-4","MO","Conv",0.231,0,2011,0.00733
3440,"13-4","FR","2MD",0.576,0,2011,0.0168
3440,"13-4","FR","2MD",0,0,2011,0.00198
3440,"13-4","FR","2MD",0.306,0,2011,0.00876
3450,"02-4","MO","Conv",0.376,0,2011,0.00573
3450,"02-3","MO","Conv",0.838,0,2011,0.01271
3440,"13-4","FR","2MD",0.065,0,2011,0.00619
3450,"02-4","MO","Conv",0.292,0,2011,0.00451
3440,"13-4","FR","2MD",0.034,0,2011,0.00434
3450,"02-4","MO","Conv",1.11,0,2011,0.01931
3440,"13-4","FR","2MD",0,0,2011,0.0052
3440,"13-4","FR","2MD",0.501,0,2011,0.00945
3450,"12-4","MO","1MD",0,0,2011,0.00688
3450,"02-3","MO","Conv",1.75,0,2011,0.02038
3450,"12-4","MO","1MD",0,0,2011,0.01126
3450,"12-4","MO","1MD",0,0,2011,0.00688
3450,"02-4","MO","Conv",0.206,0,2011,0.00356
3450,"12-4","MO","1MD",0.157,0,2011,0.01583
3450,"02-3","MO","Conv",0.127,0,2011,0.00517
3450,"02-3","MO","Conv",0.672,0,2011,0.00875
3440,"13-4","FR","2MD",0,0,2011,0.0041
3450,"12-4","MO","1MD",0,0,2011,0.00926
3450,"12-4","MO","1MD",0.33,0,2011,0.00725
3450,"12-4","MO","1MD",0.501,0,2011,0.0153
3450,"12-2","MO","1CMD",0.356,0,2011,0.00569
3450,"12-2","MO","1CMD",1.363,0,2011,0.0157
3450,"12-4","MO","1MD",0.201,0,2011,0.00593
3450,"12-2","MO","1CMD",0.515,0,2011,0.01431
3450,"12-4","MO","1MD",0,0.0017,2011,0.00368
3450,"12-2","MO","1CMD",0.994,0,2011,0.01472
3450,"12-4","MO","1MD",0.129,0,2011,0.00425
3450,"12-2","MO","1CMD",0.856,0,2011,0.01426
3450,"12-2","MO","1CMD",0.487,0,2011,0.00887
3450,"12-4","MO","1MD",0.181,0,2011,0.00754
3450,"12-4","MO","1MD",0.13,0,2011,0.01423
3450,"12-4","MO","1MD",0,0,2011,0.00579
3440,"13-4","FR","2MD",0.321,0,2011,0.00582
3450,"12-2","MO","1CMD",0.702,0,2011,0.01058
3440,"14-1","FR","2CMD",1,0,2011,0.02523
3440,"14-1","FR","2CMD",0.554,0,2011,0.02305
3440,"13-2","FR","2CMD",0.116,0,2011,0.01027
3450,"12-2","MO","1CMD",2.524,0,2011,0.02711
3450,"12-2","MO","1CMD",0.332,0,2011,0.01324
3450,"12-3","MO","1MD",0.351,0,2011,0.00953
3450,"12-3","MO","1MD",0,0,2011,0.00402
3450,"12-3","MO","1MD",0.348,0,2011,0.00831
3440,"24-4","MO","2MD",0,0,2011,0.00255
3450,"12-1","MO","1CMD",0.463,0,2011,0.00895
3450,"12-3","MO","1MD",0.202,0,2011,0.01051
3450,"12-2","MO","1CMD",0.215,0,2011,0.00682
3450,"12-3","MO","1MD",0,0,2011,0.00677
3440,"24-4","MO","2MD",0.15,0,2011,0.00499
3450,"12-1","MO","1CMD",0.919,0,2011,0.02071
3450,"12-3","MO","1MD",0.148,0,2011,0.00957
3450,"12-3","MO","1MD",0.126,0,2011,0.00666
3450,"12-1","MO","1CMD",0.528,0,2011,0.00897
3450,"12-1","MO","1CMD",0.303,0.00116,2011,0.01413
3450,"12-1","MO","1CMD",0.135,0,2011,0.01225
3450,"12-3","MO","1MD",0.058,0,2011,0.00783
3450,"11-1","MO","1CMD",0.469,0,2011,0.01078
3440,"24-4","MO","2MD",0.331,0,2011,0.00527
3450,"12-3","MO","1MD",1.325,0,2011,0.02511
3450,"11-1","MO","1CMD",0.273,0,2011,0.00484
3450,"12-1","MO","1CMD",0.805,0,2011,0.01409
3450,"12-1","MO","1CMD",0.285,0,2011,0.01314
3440,"24-4","MO","2MD",0,0,2011,0.00206
3450,"12-3","MO","1MD",0.541,0,2011,0.01171
3450,"11-1","MO","1CMD",0.107,0,2011,0.00328
3450,"12-1","MO","1CMD",0.417,0,2011,0.00763
3450,"11-4","MO","1MD",2.376,0,2011,0.02376
3440,"24-4","MO","2MD",0.117,0,2011,0.00228
3450,"11-4","MO","1MD",1.303,0,2011,0.02117
3450,"11-1","MO","1CMD",0.703,0,2011,0.02116
3450,"12-3","MO","1MD",1.049,0.00119,2011,0.01722
3440,"24-4","MO","2MD",0.309,0,2011,0.0039
3450,"11-1","MO","1CMD",0.884,0,2011,0.01283
3450,"11-1","MO","1CMD",0.954,0,2011,0.01295
3440,"24-4","MO","2MD",0.115,0,2011,0.00342
3450,"12-3","MO","1MD",0.718,0,2011,0.0126
3450,"11-4","MO","1MD",1.574,0,2011,0.02179
3450,"11-4","MO","1MD",1.403,0.00286,2011,0.02045
3440,"24-4","MO","2MD",0.307,0,2011,0.00491
3450,"11-4","MO","1MD",1.166,0,2011,0.01512
3440,"24-4","MO","2MD",0.725,0,2011,0.01564
3450,"11-1","MO","1CMD",0.605,0,2011,0.01255
3440,"24-4","MO","2MD",0,0,2011,0.00468
3450,"11-1","MO","1CMD",0.392,0,2011,0.00531
3440,"24-4","MO","2MD",0.562,0,2011,0.016
3450,"11-4","MO","1MD",1.79,0,2011,0.02374
3450,"11-1","MO","1CMD",0.551,0,2011,0.0101
3450,"11-4","MO","1MD",1.235,0,2011,0.02151
3450,"11-4","MO","1MD",1.901,0,2011,0.03571
3450,"11-4","MO","1MD",1.173,0,2011,0.03255
3460,"25-3,4","MO","1MD",1.102,0,2011,0.01903
3450,"11-4","MO","1MD",1.519,0,2011,0.02083
3450,"11-4","MO","1MD",0.154,0,2011,0.00303
3450,"11-4","MO","1MD",1.265,0,2011,0.01977
3450,"11-1","MO","1CMD",1.132,0,2011,0.01688
3440,"24-4","MO","2MD",0.995,0,2011,0.01697
3460,"30-1","MO","1CMD",0.145,0,2011,0.00728
3450,"11-1","MO","1CMD",0.753,0,2011,0.00753
3460,"25-3,4","MO","1MD",1.188,0,2011,0.01844
3460,"25-3,4","MO","1MD",2.059,0,2011,0.02092
3460,"25-3,4","MO","1MD",0.848,0,2011,0.01117
3460,"30-1","MO","1CMD",0,0,2011,0.00244
3460,"30-1","MO","1CMD",0.102,0,2011,0.00242
3460,"25-3,4","MO","1MD",2.159,0.00154,2011,0.03271
3460,"25-3,4","MO","1MD",0.747,0,2011,0.0084
3460,"30-1","MO","1CMD",0,0,2011,0.00339
3460,"25-3,4","MO","1MD",2.752,0,2011,0.02977
3460,"25-3,4","MO","1MD",2.985,0,2011,0.04243
3460,"30-1","MO","1CMD",0,0,2011,0.00353
3460,"25-3,4","MO","1MD",1.348,0.00163,2011,0.01959
3460,"30-1","MO","1CMD",0.333,0,2011,0.00431
3460,"25-3,4","MO","1MD",0.657,0,2011,0.01211
3460,"30-1","MO","1CMD",0,0,2011,0.00503
3460,"30-1","MO","1CMD",0,0,2011,0.0038
3460,"25-3,4","MO","1MD",1.713,0,2011,0.01842
3460,"25-3,4","MO","1MD",2.342,0,2011,0.02622
3460,"25-3,4","MO","1MD",0.814,0,2011,0.01069
3460,"30-1","MO","1CMD",0,0,2011,0.00246
3460,"25-3,4","FR","1MD",2.656,0,2011,0.03058
3460,"30-1","MO","1CMD",0,0,2011,0.00343
3460,"25-3,4","MO","1MD",2.512,0,2011,0.03767
3460,"25-3,4","FR","1MD",5.026,0,2011,0.06579
3460,"30-4","FR","1MD",0.181,0,2011,0.00473
3460,"25-3,4","FR","1MD",26.009,0,2011,0.26258
3460,"25-3,4","FR","1MD",5.696,0,2011,0.0658
3460,"30-4","FR","1MD",0.088,0,2011,0.004
3460,"30-4","FR","1MD",0.025,0.00115,2011,0.00527
3460,"25-3,4","FR","1MD",8.934,0,2011,0.09583
3460,"25-3,4","FR","1MD",11.928,0,2011,0.14061
3460,"25-3,4","FR","1MD",9.707,0.00258,2011,0.10665
3460,"25-3,4","FR","1MD",9.806,0,2011,0.11058
3460,"25-3,4","FR","1MD",5.092,0,2011,0.05401
3460,"30-4","FR","1MD",0.242,0,2011,0.00609
3460,"30-4","FR","1MD",0,0,2011,0.00335
3460,"30-4","FR","1MD",0,0,2011,0.00257
3460,"25-3,4","FR","1MD",4.057,0,2011,0.04305
3460,"25-3,4","FR","1MD",4.047,0,2011,0.04539
3460,"25-3,4","FR","1MD",6.863,0.00047,2011,0.0839
3460,"25-1,2","FR","1CMD",2.103,0,2011,0.03064
3460,"30-4","MO","1MD",0.195,0,2011,0.00404
3460,"25-1,2","FR","1CMD",4.867,0,2011,0.05193
3460,"30-4","MO","1MD",0,0,2011,0.0011
3460,"30-4","MO","1MD",0.094,0,2011,0.00353
3460,"30-4","MO","1MD",0,0,2011,0.00438
3460,"25-1,2","FR","1CMD",6.298,0,2011,0.07187
3460,"30-4","MO","1MD",0.112,0,2011,0.00112
3460,"30-1","MO","1CMD",0.311,0,2011,0.00548
3460,"25-3,4","FR","1MD",5.751,0,2011,0.06886
3460,"30-4","FR","1MD",0.115,0,2011,0.00804
3460,"30-4","MO","1MD",0,0,2011,0.00196
3460,"25-1,2","FR","1CMD",0.216,0,2011,0.01178
3460,"30-4","MO","1MD",0,0,2011,0.00118
3450,"11-2","MO","1CMD",0.884,0,2011,0.0155
3450,"11-2","MO","1CMD",1.381,0,2011,0.02132
3450,"11-2","MO","1CMD",0.225,0,2011,0.00685
3460,"25-1,2","FR","1CMD",0.73,0,2011,0.01627
3460,"30-3","MO","1MD",0.136,0,2011,0.00497
3440,"24-1","MO","2CMD",0,0,2011,0.00606
3460,"25-1,2","FR","1CMD",0.823,0,2011,0.02226
3440,"24-1","MO","2CMD",0.202,0,2011,0.00805
3460,"30-3","MO","1MD",0.384,0,2011,0.00665
3460,"25-1,2","FR","1CMD",0.79,0,2011,0.01473
3460,"30-3","MO","1MD",0.114,0,2011,0.00638
3460,"30-3","MO","1MD",0.364,0,2011,0.00484
3440,"24-1","MO","2CMD",0.166,0,2011,0.00574
3460,"25-1,2","FR","1CMD",0.428,0,2011,0.0047
3460,"25-1,2","FR","1CMD",1.322,0,2011,0.02365
3460,"25-1,2","FR","1CMD",0.849,0,2011,0.01339
3460,"25-1,2","FR","1CMD",2.852,0,2011,0.04028
3460,"30-3","MO","1MD",0,0,2011,0.00021
3460,"25-1,2","FR","1CMD",1.314,0,2011,0.02406
3460,"30-3","MO","1MD",0.084,0,2011,0.00247
3440,"24-1","MO","2CMD",0,0,2011,0.00374
3460,"30-3","MO","1MD",0,0,2011,0.00126
3460,"30-3","MO","1MD",0.196,0,2011,0.00555
3460,"30-3","MO","1MD",0.097,0,2011,0.00243
3440,"24-1","MO","2CMD",0.224,0,2011,0.00928
3460,"25-1,2","MI","1CMD",0,0,2011,0.00053
3460,"30-3","FR","1MD",0.275,0,2011,0.00752
3460,"25-1,2","FR","1CMD",4.309,0,2011,0.04678
3440,"24-1","MO","2CMD",0.133,0,2011,0.00759
3460,"25-1,2","MI","1CMD",0,0,2011,0.00369
3460,"30-3","MO","1MD",0.168,0,2011,0.00366
3460,"30-3","MO","1MD",0.142,0,2011,0.0049
3460,"30-3","MO","1MD",0.132,0,2011,0.00239
3460,"25-1,2","MI","1CMD",0.157,0,2011,0.00157
3460,"30-3","FR","1MD",0,0,2011,0.00356
3460,"25-1,2","MI","1CMD",0,0,2011,0
3460,"25-1,2","MI","1CMD",0,0,2011,0.00597
3460,"30-3","FR","1MD",1.144,0,2011,0.01628
3460,"30-3","MO","1MD",0.149,0,2011,0.00416
3460,"25-1,2","MI","1CMD",0,0,2011,0
3460,"30-3","FR","1MD",0.345,0,2011,0.00776
3460,"30-3","MO","1MD",0.186,0,2011,0.00671
3460,"30-3","FR","1MD",0.146,0,2011,0.00947
3440,"24-1","MO","2CMD",0.243,0,2011,0.00649
3460,"25-1,2","MI","1CMD",0,0,2011,0.00495
3460,"30-3","FR","1MD",0,0,2011,0.00419
3460,"30-3","FR","1MD",0.172,0,2011,0.00524
3440,"24-1","MO","2CMD",0.227,0,2011,0.00432
3460,"25-1,2","MI","1CMD",0,0,2011,0.00136
3460,"30-3","FR","1MD",0.077,0,2011,0.00215
3460,"30-3","FR","1MD",0,0,2011,0.00062
3460,"30-3","FR","1MD",0.381,0,2011,0.00799
3460,"25-1,2","MI","1CMD",0.259,0,2011,0.00435
3440,"24-1","MO","2CMD",0.505,0,2011,0.00659
3460,"30-3","FR","1MD",0,0,2011,0.00422
3460,"25-1,2","MI","1CMD",0,0,2011,0.00099
3460,"30-3","FR","1MD",0.475,0,2011,0.00757
3440,"24-1","FR","2CMD",0,0,2011,0.00233
3440,"24-1","MO","2CMD",0.446,0.00386,2011,0.01893
3460,"30-3","FR","1MD",0.414,0,2011,0.01119
3460,"30-3","FR","1MD",0,0,2011,0.00492
3460,"30-2","FR","1CMD",0,0,2011,0.00049
3440,"24-1","FR","2CMD",0.185,0,2011,0.00676
3460,"30-2","FR","1CMD",0,0,2011,0.00884
3460,"30-2","FR","1CMD",0,0,2011,0.00611
3440,"24-1","FR","2CMD",0.217,0,2011,0.00895
3460,"25-1,2","MI","1CMD",0.612,0,2011,0.0092
3460,"30-2","FR","1CMD",0.207,0,2011,0.00793
3460,"30-2","FR","1CMD",0,0,2011,0.01346
3440,"24-1","FR","2CMD",0.105,0,2011,0.005
3460,"30-2","FR","1CMD",0.861,0,2011,0.02267
3460,"30-2","FR","1CMD",0,0,2011,0.0072
