"date","type","plot","treatment","variety","ranch","block","position","tot_nuts","inf_now","dmg_now","sample_id"
2008-10-11,"Conv","Edge","Conv","Monterrey",3460,30.4,"E41",191,1,1,NA
2008-10-11,"Conv","Edge","Conv","Monterrey",3460,30.3,"E42",205,0,0,NA
2008-10-11,"Conv","Edge","Conv","Monterrey",3460,30.3,"E43",157,3,3,NA
2008-10-11,"Conv","Edge","Conv","Monterrey",3460,30.3,"E44",207,4,3,NA
2008-10-11,"Conv","Edge","Conv","Monterrey",3460,25.4,"E45",195,0,0,NA
2008-10-11,"Conv","Edge","Conv","Monterrey",3460,25.4,"E46",190,1,1,NA
NA,"Conv","Edge","Conv",NA,3460,25.1,"E47",NA,NA,NA,NA
NA,"Conv","Edge","Conv",NA,3460,25.1,"E48",NA,NA,NA,NA
NA,"Conv","Edge","Conv",NA,3460,25.1,"E49",NA,NA,NA,NA
2008-10-16,"MD","Edge","2MD","Monterrey",3450,1.2,"E5",349,1,1,NA
NA,"Conv","Edge","Conv",NA,3460,25.1,"E50",NA,NA,NA,NA
2008-10-11,"Conv","Edge","Conv","Ruby",3460,30.2,"E51",229,0,0,NA
2008-10-11,"Conv","Edge","Conv","Monterrey",3460,30.1,"E52",224,1,1,NA
2008-10-16,"CMD","Edge","1CMD","Monterrey",3450,12.4,"E9",261,1,1,NA
2008-10-16,"MD","Interior","2MD","Monterrey",3450,2.2,"H1",292,1,0,NA
2008-10-16,"MD","Interior","1MD","Monterrey",3450,11.1,"H11",242,5,5,NA
2008-10-16,"MD","Interior","1MD","Monterrey",3450,11.1,"H12",355,4,4,NA
2008-10-16,"CMD","Interior","2CMD","Monterrey",3450,2.4,"H13",259,2,1,NA
2008-10-16,"CMD","Interior","2CMD","Monterrey",3450,2.4,"H14",346,0,0,NA
2008-10-16,"MD","Interior","2MD","Monterrey",3450,2.1,"H15",298,2,1,NA
2008-10-16,"MD","Interior","2MD","Monterrey",3450,2.1,"H16",344,5,5,NA
2008-10-16,"MD","Interior","2MD","Monterrey",3450,1.2,"H17",243,4,0,NA
2008-10-16,"MD","Interior","2MD","Monterrey",3450,1.2,"H18",354,2,1,NA
2008-10-16,"CMD","Interior","2CMD","Monterrey",3450,1.3,"H19",296,0,0,NA
2008-10-16,"MD","Interior","2MD","Monterrey",3450,2.2,"H2",220,1,0,NA
2008-10-16,"CMD","Interior","2CMD","Monterrey",3450,1.3,"H20",299,0,0,NA
2008-10-16,"MD","Interior","1MD","Monterrey",3450,12.2,"H21",419,1,0,NA
2008-10-16,"MD","Interior","1MD","Monterrey",3450,12.2,"H22",300,0,0,NA
2008-10-16,"CMD","Interior","1CMD","Monterrey",3450,12.3,"H24",296,1,0,NA
2008-10-16,"CMD","Interior","1CMD","Monterrey",3450,12.3,"H25",305,0,0,NA
2008-10-16,"CMD","Interior","1CMD","Monterrey",3450,12.4,"H26",290,0,0,NA
2008-10-16,"CMD","Interior","1CMD","Monterrey",3450,12.4,"H27",291,0,0,NA
2008-10-16,"CMD","Interior","2CMD","Monterrey",3450,2.3,"H3",244,2,1,NA
2008-10-16,"MD","Edge","1MD","Monterrey",3450,12.1,"H30",288,0,0,NA
2008-10-16,"MD","Edge","1MD","Monterrey",3450,12.1,"H31",306,1,1,NA
2008-10-16,"MD","Edge","1MD","Monterrey",3450,12.1,"H32",297,2,1,NA
2008-10-16,"CMD","Edge","2CMD","Monterrey",3450,1.3,"H33",257,7,6,NA
2008-10-16,"CMD","Edge","2CMD","Monterrey",3450,1.3,"H34",309,0,0,NA
NA,"MD","Interior","1MD",NA,3440,14.1,"H39",NA,NA,NA,NA
NA,"CMD","Interior","2CMD",NA,3450,2.3,"H4",NA,NA,NA,NA
NA,"MD","Interior","1MD",NA,3440,14.1,"H40",NA,NA,NA,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3440,14.4,"H41",354,11,8,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3440,14.4,"H42",388,39,38,NA
NA,"MD","Interior","1MD",NA,3440,13.2,"H43",NA,NA,NA,NA
NA,"MD","Interior","1MD",NA,3440,13.2,"H44",NA,NA,NA,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3440,13.3,"H45",369,6,6,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3440,13.3,"H46",343,5,5,NA
2008-10-16,"CMD","Interior","1CMD","Monterrey",3450,12.4,"H28",247,1,1,NA
2008-10-16,"MD","Interior","2MD","Monterrey",3440,24.2,"H47",347,12,5,NA
2008-10-16,"MD","Interior","2MD","Monterrey",3440,24.2,"H48",311,7,2,NA
2008-10-16,"CMD","Interior","2CMD","Monterrey",3440,24.3,"H49",458,2,1,NA
2008-10-16,"MD","Interior","1MD","Monterrey",3450,11.2,"H5",308,0,0,NA
2008-10-16,"CMD","Interior","2CMD","Monterrey",3440,24.3,"H50",260,5,4,NA
2008-10-16,"CMD","Interior","2CMD","Monterrey",3440,24.4,"H51",277,0,0,NA
2008-10-16,"CMD","Interior","2CMD","Monterrey",3440,24.4,"H52",297,1,0,NA
2008-10-16,"MD","Interior","2MD","Monterrey",3440,24.1,"H53",297,0,0,NA
2008-10-16,"MD","Interior","2MD","Monterrey",3440,24.1,"H54",303,1,1,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3440,13.4,"H55",289,0,0,NA
2008-10-16,"CMD","Interior","1CMD","Carmel",3440,13.4,"H56",370,6,3,NA
NA,"MD","Interior","1MD",NA,3440,13.1,"H57",NA,NA,NA,NA
NA,"MD","Interior","1MD",NA,3440,13.1,"H58",NA,NA,NA,NA
NA,"Conv","Interior","Conv",NA,3460,25.1,"H59 N",NA,NA,NA,NA
NA,"Conv","Interior","Conv",NA,3460,25.1,"H59 S",NA,NA,NA,NA
2008-10-16,"MD","Interior","1MD","Monterrey",3450,11.2,"H6",198,5,3,NA
2008-10-11,"Conv","Interior","Conv","Monterrey",3460,25.4,"H61 N",201,1,1,NA
2008-10-11,"Conv","Interior","Conv","Monterrey",3460,25.4,"H61 S",195,1,1,NA
2008-10-11,"Conv","Interior","Conv","Monterrey",3460,30.3,"H62 N",192,0,0,NA
2008-10-11,"Conv","Interior","Conv","Monterrey",3460,30.3,"H62 S",189,2,2,NA
2008-10-11,"Conv","Interior","Conv","Ruby",3460,30.2,"H64 N",184,1,0,NA
2008-10-11,"Conv","Interior","Conv","Ruby",3460,30.2,"H64 S",158,1,0,NA
2008-10-11,"Conv","Interior","Conv","Monterrey",3460,30.1,"H65 N",189,4,4,NA
2008-10-11,"Conv","Interior","Conv","Monterrey",3460,30.1,"H65 S",201,2,2,NA
2008-10-11,"Conv","Interior","Conv","Monterrey",3460,30.4,"H66 S",188,0,0,NA
2008-10-16,"CMD","Interior","1CMD","Monterrey",3450,11.3,"H8",416,2,2,NA
2008-10-16,"CMD","Interior","1CMD","Monterrey",3450,11.3,"H9",393,10,7,NA
2009-08-18,"CMD","Edge","1CMD","NP",345,2.1,NA,622,6,6,1
2009-08-18,"CMD","Edge","1CMD","NP",345,1.2,NA,588,7,7,2
2009-08-18,"CMD","Edge","1CMD","NP",345,1.2,NA,578,0,0,3
2009-08-18,"MD","Edge","2MD","NP",345,12.4,NA,454,6,6,7
2009-08-18,"CMD","Edge","2CMD","NP",344,13.1,NA,716,6,5,8
2009-08-18,"MD","Edge","2MD","NP",344,13.4,NA,689,26,24,9
2009-08-18,"CMD","Edge","1CMD","NP",344,24.1,NA,702,6,6,10
2009-08-18,"MD","Edge","1MD","NP",344,24.4,NA,739,6,6,11
2009-08-18,"Conv","Edge","Conv","NP",346,30.1,NA,889,30,30,13
2009-08-18,"Conv","Edge","Conv","NP",346,30.1,NA,585,39,36,14
2009-08-18,"Conv","Edge","Conv","NP",346,30.4,NA,572,77,77,15
2009-08-18,"Conv","Edge","Conv","NP",346,30.4,NA,695,32,30,16
2009-08-18,"Conv","Edge","Conv","NP",346,30.3,NA,795,16,15,17
2009-08-18,"Conv","Edge","Conv","NP",346,25.4,NA,673,30,30,18
2009-08-18,"Conv","Edge","Conv","NP",346,25.4,NA,791,11,11,19
2009-08-18,"MD","Edge","1MD","NP",344,24.3,NA,662,24,20,21
2009-08-18,"CMD","Edge","1CMD","NP",344,24.2,NA,744,6,6,22
2009-08-18,"MD","Edge","2MD","NP",344,14.4,NA,724,4,4,23
2009-08-18,"CMD","Edge","2CMD","NP",344,14.1,NA,637,9,8,24
2009-08-18,"MD","Edge","2MD","NP",345,11.3,NA,467,33,31,25
2009-08-18,"CMD","Edge","2CMD","NP",345,11.2,NA,691,25,25,26
2009-08-18,"MD","Edge","1MD","NP",345,2.3,NA,484,44,31,27
2009-08-18,"CMD","Edge","1CMD","NP",345,2.2,NA,573,4,3,28
2009-08-18,"CMD","Interior","1CMD","NP",345,2.2,NA,536,1,1,29
2009-08-18,"MD","Interior","1MD","NP",345,2.3,NA,635,10,9,30
2009-08-18,"CMD","Interior","1CMD","NP",345,2.1,NA,534,0,0,31
2009-08-18,"MD","Interior","1MD","NP",345,2.4,NA,690,3,3,32
2009-08-18,"CMD","Interior","2CMD","NP",345,11.1,NA,678,5,5,33
2009-08-18,"MD","Interior","2MD","NP",345,11.3,NA,535,10,9,34
2009-08-18,"CMD","Interior","2CMD","NP",344,14.1,NA,629,7,7,35
2009-08-18,"MD","Interior","2MD","NP",344,14.4,NA,661,17,10,36
2009-08-18,"CMD","Interior","1CMD","NP",345,1.2,NA,557,0,0,37
2009-08-18,"MD","Interior","1MD","NP",345,1.3,NA,522,0,0,38
2009-08-18,"CMD","Interior","2CMD","NP",345,12.2,NA,522,1,1,39
2009-08-18,"MD","Interior","2MD","NP",345,12.3,NA,528,2,0,40
2009-08-18,"CMD","Interior","2CMD","NP",344,13.2,NA,662,2,2,41
2009-08-18,"MD","Interior","2MD","NP",344,13.3,NA,712,10,9,42
2009-08-18,"CMD","Interior","1CMD","NP",344,24.2,NA,629,10,8,43
2009-08-18,"MD","Interior","1MD","NP",344,24.3,NA,512,26,19,44
2009-08-18,"CMD","Interior","2CMD","NP",345,12.1,NA,586,2,2,47
2009-08-18,"MD","Interior","2MD","NP",345,12.4,NA,521,7,5,48
2009-08-18,"CMD","Interior","2CMD","NP",344,13.1,NA,668,2,1,49
2009-08-18,"MD","Interior","2MD","NP",344,13.4,NA,687,14,14,50
2009-08-18,"CMD","Interior","1CMD","NP",344,24.1,NA,655,0,0,51
2009-08-18,"MD","Interior","1MD","NP",344,24.4,NA,718,9,8,52
2009-08-18,"Conv","Interior","Conv","NP",346,25.4,NA,743,9,9,54
2009-08-18,"Conv","Interior","Conv","NP",346,30.3,NA,748,16,15,56
2009-08-18,"Conv","Interior","Conv","NP",346,30.1,NA,650,38,35,57
2009-08-18,"Conv","Interior","Conv","NP",346,30.4,NA,599,42,35,58
2009-08-18,"MD","Edge","1MD","NP",344,24.4,NA,700,49,45,59
2009-08-18,"MD","Edge","1MD","NP",344,24.4,NA,679,41,36,60
2009-10-03,"CMD","Edge","1CMD","Fr",345,2.1,NA,544,3,3,1
2009-10-03,"CMD","Edge","1CMD","Fr",345,1.2,NA,613,5,5,2
2009-10-03,"CMD","Edge","1CMD","Fr",345,1.2,NA,521,4,3,3
2009-09-24,"MD","Edge","2MD","Ca",345,12.4,NA,631,13,2,7
2009-09-24,"CMD","Edge","2CMD","Fr",344,13.1,NA,592,20,19,8
2009-09-24,"MD","Edge","2MD","Ca",344,13.4,NA,622,22,19,9
2009-10-01,"CMD","Edge","1CMD","Fr",344,24.1,NA,421,5,4,10
2009-10-01,"MD","Edge","1MD","Fr",344,24.4,NA,468,2,2,11
2009-09-24,"Conv","Edge","Conv","Fr",346,30.2,NA,436,9,9,12
2009-09-02,"Conv","Edge","Conv","WC",346,30.1,NA,547,42,37,13
2009-09-02,"Conv","Edge","Conv","WC",346,30.1,NA,498,13,12,14
2009-09-24,"Conv","Edge","Conv","Fr",346,30.4,NA,450,24,23,15
2009-09-24,"Conv","Edge","Conv","Fr",346,30.4,NA,434,14,14,16
2009-09-24,"Conv","Edge","Conv","Fr",346,30.3,NA,505,16,12,17
2009-09-24,"Conv","Edge","Conv","Fr",346,25.4,NA,488,37,37,18
2009-09-24,"Conv","Edge","Conv","Fr",346,25.4,NA,477,53,51,19
2009-10-01,"Conv","Edge","Conv","Fr",346,25.1,NA,490,26,26,20
2009-10-06,"MD","Edge","1MD","Fr",344,24.3,NA,473,25,19,21
2009-10-06,"CMD","Edge","1CMD","Fr",344,24.2,NA,500,34,33,22
2009-09-24,"MD","Edge","2MD","Ca",344,14.4,NA,780,21,18,23
2009-09-24,"CMD","Edge","2CMD","Fr",344,14.1,NA,618,20,18,24
2009-09-24,"MD","Edge","2MD","Ca",345,11.3,NA,598,10,8,25
2009-09-24,"CMD","Edge","2CMD","Mo",345,11.2,NA,591,38,38,26
2009-09-02,"MD","Edge","1MD","WC",345,2.3,NA,873,22,16,27
2009-10-03,"CMD","Edge","1CMD","Fr",345,2.2,NA,493,11,9,28
2009-10-03,"CMD","Interior","1CMD","Fr",345,2.2,NA,440,1,1,29
2009-09-02,"MD","Interior","1MD","WC",345,2.3,NA,715,13,11,30
2009-10-03,"CMD","Interior","1CMD","Fr",345,2.1,NA,506,1,0,31
2009-09-02,"MD","Interior","1MD","WC",345,2.4,NA,604,5,3,32
2009-09-24,"CMD","Interior","2CMD","Mo",345,11.1,NA,740,0,0,33
2009-09-24,"MD","Interior","2MD","Ca",345,11.3,NA,540,7,7,34
2009-09-24,"CMD","Interior","2CMD","Fr",344,14.1,NA,620,6,6,35
2009-09-24,"MD","Interior","2MD","Fr",344,14.4,NA,546,1,0,36
2009-10-03,"CMD","Interior","1CMD","Fr",345,1.2,NA,486,2,2,37
2009-09-02,"MD","Interior","1MD","WC",345,1.3,NA,622,12,3,38
2009-09-24,"CMD","Interior","2CMD","Mo",345,12.2,NA,546,4,4,39
2009-09-24,"MD","Interior","2MD","Ca",345,12.3,NA,650,1,1,40
2009-09-24,"CMD","Interior","2CMD","Fr",344,13.2,NA,536,1,0,41
2009-09-24,"MD","Interior","2MD","Ca",344,13.3,NA,644,3,2,42
2009-10-06,"CMD","Interior","1CMD","Fr",344,24.2,NA,461,21,21,43
2009-10-06,"MD","Interior","1MD","Fr",344,24.3,NA,489,55,53,44
2009-09-24,"CMD","Interior","2CMD","Mo",345,12.1,NA,585,1,0,47
2009-09-24,"MD","Interior","2MD","Ca",345,12.4,NA,708,2,2,48
2009-09-24,"CMD","Interior","2CMD","Fr",344,13.1,NA,630,2,1,49
2009-09-24,"MD","Interior","2MD","Ca",344,13.4,NA,648,15,13,50
2009-09-24,"CMD","Interior","1CMD","Fr",344,24.1,NA,611,4,2,51
2009-10-06,"MD","Interior","1MD","Fr",344,24.4,NA,473,8,6,52
2009-10-01,"Conv","Interior","Conv","Fr",346,25.1,NA,621,10,10,53
2009-09-24,"Conv","Interior","Conv","Fr",346,25.4,NA,471,7,7,54
2009-09-24,"Conv","Interior","Conv","Fr",346,30.2,NA,511,11,11,55
2009-09-24,"Conv","Interior","Conv","Fr",346,30.3,NA,466,7,7,56
2009-09-02,"Conv","Interior","Conv","WC",346,30.1,NA,563,66,59,57
2009-09-24,"Conv","Interior","Conv","Fr",346,30.4,NA,429,13,13,58
2009-10-06,"MD","Edge","1MD","Fr",344,24.4,NA,505,42,39,59
2009-09-24,"MD","Edge","1MD","Fr",344,24.4,NA,473,15,13,60
2009-09-24,"CMD","Edge","1CMD","Mo",345,2.1,NA,568,6,6,1
2009-09-24,"CMD","Edge","1CMD","Mo",345,1.2,NA,527,6,3,2
2009-09-24,"CMD","Edge","1CMD","Mo",345,1.2,NA,587,4,4,3
2009-09-24,"MD","Edge","2MD","Mo",345,12.4,NA,492,8,6,7
2009-09-02,"CMD","Edge","2CMD","Bu",344,13.1,NA,680,2,1,8
2009-09-24,"MD","Edge","2MD","Fr",344,13.4,NA,686,4,2,9
2009-10-01,"CMD","Edge","1CMD","Mo",344,24.1,NA,531,4,3,10
2009-10-01,"MD","Edge","1MD","Mo",344,24.4,NA,490,11,11,11
2009-09-02,"Conv","Edge","Conv","Bu",346,30.2,NA,484,4,2,12
2009-09-24,"Conv","Edge","Conv","Mo",346,30.1,NA,603,40,40,13
2009-09-24,"Conv","Edge","Conv","Mo",346,30.1,NA,565,20,19,14
2009-09-24,"Conv","Edge","Conv","Mo",346,30.4,NA,543,23,21,15
2009-09-24,"Conv","Edge","Conv","Mo",346,30.4,NA,557,8,8,16
2009-09-24,"Conv","Edge","Conv","Mo",346,30.3,NA,627,10,10,17
2009-09-24,"Conv","Edge","Conv","Mo",346,25.4,NA,558,12,11,18
2009-09-24,"Conv","Edge","Conv","Mo",346,25.4,NA,545,21,21,19
2009-09-02,"Conv","Edge","Conv","Bu",346,25.1,NA,665,34,32,20
2009-10-01,"MD","Edge","1MD","Mo",344,24.3,NA,450,12,11,21
2009-09-24,"CMD","Edge","1CMD","Mo",344,24.2,NA,697,17,16,22
2009-09-24,"MD","Edge","2MD","Fr",344,14.4,NA,567,4,4,23
2009-09-02,"CMD","Edge","2CMD","Bu",344,14.1,NA,604,4,4,24
2009-09-24,"MD","Edge","2MD","Mo",345,11.3,NA,530,29,28,25
2009-09-02,"CMD","Edge","2CMD","Pr",345,11.2,NA,640,5,2,26
2009-09-24,"MD","Edge","1MD","Mo",345,2.3,NA,697,18,18,27
2009-09-24,"CMD","Edge","1CMD","Mo",345,2.2,NA,526,7,6,28
2009-09-24,"CMD","Interior","1CMD","Mo",345,2.2,NA,553,6,6,29
2009-09-24,"MD","Interior","1MD","Mo",345,2.3,NA,671,8,8,30
2009-09-24,"CMD","Interior","1CMD","Mo",345,2.1,NA,666,2,2,31
2009-09-24,"MD","Interior","1MD","Mo",345,2.4,NA,622,10,5,32
2009-09-02,"CMD","Interior","2CMD","Pr",345,11.1,NA,755,1,1,33
2009-09-24,"MD","Interior","2MD","Mo",345,11.3,NA,519,10,9,34
2009-09-02,"CMD","Interior","2CMD","Bu",344,14.1,NA,705,3,0,35
2009-09-24,"MD","Interior","2MD","Ca",344,14.4,NA,713,10,3,36
2009-09-24,"CMD","Interior","1CMD","Mo",345,1.2,NA,564,4,3,37
2009-09-24,"MD","Interior","1MD","Mo",345,1.3,NA,627,2,2,38
2009-09-02,"CMD","Interior","2CMD","Pr",345,12.2,NA,747,0,0,39
2009-09-24,"MD","Interior","2MD","Mo",345,12.3,NA,562,1,0,40
2009-09-02,"CMD","Interior","2CMD","Bu",344,13.2,NA,601,6,0,41
2009-09-24,"MD","Interior","2MD","Fr",344,13.3,NA,674,2,0,42
2009-09-24,"CMD","Interior","1CMD","Mo",344,24.2,NA,607,0,0,43
2009-10-01,"MD","Interior","1MD","Mo",344,24.3,NA,501,15,13,44
2009-09-02,"CMD","Interior","2CMD","Pr",345,12.1,NA,687,1,0,47
2009-09-24,"MD","Interior","2MD","Mo",345,12.4,NA,506,2,1,48
2009-09-02,"CMD","Interior","2CMD","Bu",344,13.1,NA,577,1,1,49
2009-09-24,"MD","Interior","2MD","Fr",344,13.4,NA,691,1,1,50
2009-09-24,"CMD","Interior","1CMD","Mo",344,24.1,NA,503,1,1,51
2009-10-01,"MD","Interior","1MD","Mo",344,24.4,NA,506,2,1,52
2009-09-02,"Conv","Interior","Conv","Bu",346,25.1,NA,631,4,3,53
2009-09-24,"Conv","Interior","Conv","Mo",346,25.4,NA,640,3,2,54
2009-09-02,"Conv","Interior","Conv","Bu",346,30.2,NA,590,2,1,55
2009-09-24,"Conv","Interior","Conv","Mo",346,30.3,NA,600,6,5,56
2009-09-24,"Conv","Interior","Conv","Mo",346,30.1,NA,518,6,6,57
2009-09-24,"Conv","Interior","Conv","Mo",346,30.4,NA,574,6,6,58
2009-10-01,"MD","Edge","1MD","Mo",344,24.4,NA,504,27,25,59
2009-09-24,"MD","Edge","1MD","Mo",344,24.4,NA,570,9,9,60
2009-09-24,"Conv","Edge","Conv","Ruby",346,30.2,NA,510,3,2,12
2009-09-24,"Conv","Interior","Conv","Ruby",346,30.2,NA,447,1,1,55
2010-08-31,"Conv","Edge","Conv","NP",345,2.1,NA,703,7,0,1
2010-08-31,"Conv","Edge","Conv","NP",345,1.2,NA,635,15,11,2
2010-08-31,"Conv","Edge","Conv","NP",345,1.2,NA,799,2,2,3
2010-08-31,"CMD","Edge","2CMD","NP",345,12.4,NA,499,1,1,7
2010-08-31,"MD","Edge","1MD","NP",344,13.1,NA,728,15,9,8
2010-08-31,"CMD","Edge","1CMD","NP",344,13.4,NA,662,8,5,9
2010-08-31,"MD","Edge","1MD","NP",344,24.1,NA,670,14,10,10
2010-08-31,"CMD","Edge","1CMD","NP",344,24.4,NA,523,1,0,11
2010-08-31,"MD","Edge","2MD","NP",346,30.1,NA,577,4,2,13
2010-08-31,"MD","Edge","2MD","NP",346,30.1,NA,497,12,11,14
2010-08-31,"CMD","Edge","2CMD","NP",346,30.4,NA,492,3,3,15
2010-08-31,"CMD","Edge","2CMD","NP",346,30.4,NA,545,4,3,16
2010-08-31,"CMD","Edge","2CMD","NP",346,30.3,NA,543,5,3,17
2010-08-31,"CMD","Edge","2CMD","NP",346,25.4,NA,549,4,3,18
2010-08-31,"CMD","Edge","2CMD","NP",346,25.4,NA,528,8,6,19
2010-08-31,"CMD","Edge","1CMD","NP",344,24.3,NA,755,7,7,21
2010-08-31,"MD","Edge","1MD","NP",344,24.2,NA,630,15,15,22
2010-08-31,"CMD","Edge","1CMD","NP",344,14.4,NA,670,1,1,23
2010-08-31,"MD","Edge","1MD","NP",344,14.1,NA,692,35,32,24
2010-08-31,"CMD","Edge","2CMD","NP",345,11.3,NA,766,5,5,25
2010-08-31,"MD","Edge","2MD","NP",345,11.2,NA,683,18,13,26
2010-08-31,"Conv","Edge","Conv","NP",345,2.3,NA,753,23,14,27
2010-08-31,"Conv","Edge","Conv","NP",345,2.2,NA,734,5,2,28
2010-08-31,"Conv","Interior","Conv","NP",345,2.2,NA,846,4,4,29
2010-08-31,"Conv","Interior","Conv","NP",345,2.3,NA,603,4,3,30
2010-08-31,"Conv","Interior","Conv","NP",345,2.1,NA,844,3,1,31
2010-08-31,"Conv","Interior","Conv","NP",345,2.4,NA,592,1,1,32
2010-08-31,"MD","Interior","2MD","NP",345,11.1,NA,686,20,4,33
2010-08-31,"CMD","Interior","2CMD","NP",345,11.3,NA,721,7,3,34
2010-08-31,"MD","Interior","1MD","NP",344,14.1,NA,691,14,10,35
2010-08-31,"CMD","Interior","1CMD","NP",344,14.4,NA,653,4,4,36
2010-08-31,"Conv","Interior","Conv","NP",345,1.2,NA,752,4,3,37
2010-08-31,"Conv","Interior","Conv","NP",345,1.3,NA,679,3,3,38
2010-08-31,"MD","Interior","2MD","NP",345,12.2,NA,674,5,3,39
2010-08-31,"CMD","Interior","2CMD","NP",345,12.3,NA,609,2,2,40
2010-08-31,"MD","Interior","1MD","NP",344,13.2,NA,735,6,4,41
2010-08-31,"CMD","Interior","1CMD","NP",344,13.3,NA,645,6,5,42
2010-08-31,"MD","Interior","1MD","NP",344,24.2,NA,601,4,3,43
2010-08-31,"CMD","Interior","1CMD","NP",344,24.3,NA,626,5,4,44
2010-08-31,"MD","Interior","2MD","NP",345,12.1,NA,631,2,0,47
2010-08-31,"CMD","Interior","2CMD","NP",345,12.4,NA,818,3,2,48
2010-08-31,"MD","Interior","1MD","NP",344,13.1,NA,671,4,3,49
2010-08-31,"CMD","Interior","1CMD","NP",344,13.4,NA,638,5,4,50
2010-08-31,"MD","Interior","1MD","NP",344,24.1,NA,652,1,1,51
2010-08-31,"CMD","Interior","1CMD","NP",344,24.4,NA,651,5,2,52
2010-08-31,"CMD","Interior","2CMD","NP",346,25.4,NA,512,6,4,54
2010-08-31,"CMD","Interior","2CMD","NP",346,30.3,NA,530,3,2,56
2010-08-31,"MD","Interior","2MD","NP",346,30.1,NA,543,3,2,57
2010-08-31,"CMD","Interior","2CMD","NP",346,30.4,NA,546,5,4,58
2010-08-31,"MD","Edge","2MD","NP",345,11.1,NA,683,7,7,59
2010-08-31,"MD","Edge","2MD","NP",345,12.2,NA,584,0,0,60
2010-10-05,"Conv","Edge","Conv","Fr",345,2.1,NA,521,4,2,1
2010-10-05,"Conv","Edge","Conv","Fr",345,1.2,NA,514,3,3,2
2010-10-05,"Conv","Edge","Conv","Fr",345,1.2,NA,528,3,1,3
2010-09-19,"CMD","Edge","2CMD","Ca",345,12.4,NA,469,0,0,7
2010-10-06,"MD","Edge","1MD","Fr",344,13.1,NA,606,9,9,8
2010-09-25,"CMD","Edge","1CMD","Ca",344,13.4,NA,374,40,5,9
2010-10-08,"MD","Edge","1MD","Fr",344,24.1,NA,604,4,2,10
2010-10-10,"CMD","Edge","1CMD","Fr",344,24.4,NA,558,1,1,11
2010-10-10,"MD","Edge","2MD","Fr",346,30.2,NA,563,5,0,12
2010-09-24,"MD","Edge","2MD","WC",346,30.1,NA,381,0,0,13
2010-09-24,"MD","Edge","2MD","WC",346,30.1,NA,405,2,0,14
2010-10-11,"CMD","Edge","2CMD","Fr",346,30.4,NA,528,0,0,15
2010-10-11,"CMD","Edge","2CMD","Fr",346,30.4,NA,596,1,1,16
2010-10-11,"CMD","Edge","2CMD","Fr",346,30.3,NA,501,3,3,17
2010-10-11,"CMD","Edge","2CMD","Fr",346,25.4,NA,512,2,2,18
2010-10-10,"CMD","Edge","2CMD","Fr",346,25.4,NA,628,0,0,19
2010-10-10,"MD","Edge","2MD","Fr",346,25.1,NA,604,26,26,20
2010-10-10,"CMD","Edge","1CMD","Fr",344,24.3,NA,607,7,7,21
2010-10-08,"MD","Edge","1MD","Fr",344,24.2,NA,526,27,19,22
2010-09-25,"CMD","Edge","1CMD","Ca",344,14.4,NA,441,6,3,23
2010-10-06,"MD","Edge","1MD","Fr",344,14.1,NA,506,52,37,24
2010-09-19,"CMD","Edge","2CMD","Ca",345,11.3,NA,465,9,3,25
2010-09-18,"MD","Edge","2MD","Pr",345,11.2,NA,486,0,0,26
2010-09-18,"Conv","Edge","Conv","WC",345,2.3,NA,549,5,5,27
2010-10-05,"Conv","Edge","Conv","Fr",345,2.2,NA,552,0,0,28
2010-10-05,"Conv","Interior","Conv","Fr",345,2.2,NA,516,2,2,29
2010-09-18,"Conv","Interior","Conv","WC",345,2.3,NA,368,1,1,30
2010-10-05,"Conv","Interior","Conv","Fr",345,2.1,NA,483,0,0,31
2010-09-18,"Conv","Interior","Conv","WC",345,2.4,NA,437,5,2,32
2010-09-18,"MD","Interior","2MD","Pr",345,11.1,NA,482,5,4,33
2010-09-19,"CMD","Interior","2CMD","Ca",345,11.3,NA,596,8,0,34
2010-10-06,"MD","Interior","1MD","Fr",344,14.1,NA,502,4,2,35
2010-09-25,"CMD","Interior","1CMD","Ca",344,14.4,NA,542,4,1,36
2010-10-05,"Conv","Interior","Conv","Fr",345,1.2,NA,478,3,3,37
2010-09-18,"Conv","Interior","Conv","WC",345,1.3,NA,736,1,1,38
2010-09-18,"MD","Interior","2MD","Pr",345,12.2,NA,583,9,1,39
2010-09-19,"CMD","Interior","2CMD","Ca",345,12.3,NA,510,0,0,40
2010-10-06,"MD","Interior","1MD","Fr",344,13.2,NA,472,1,0,41
2010-09-25,"CMD","Interior","1CMD","Ca",344,13.3,NA,580,6,3,42
2010-10-08,"MD","Interior","1MD","Fr",344,24.2,NA,488,1,0,43
2010-10-10,"CMD","Interior","1CMD","Fr",344,24.3,NA,607,4,4,44
2010-09-18,"MD","Interior","2MD","Pr",345,12.1,NA,603,9,1,47
2010-09-19,"CMD","Interior","2CMD","Ca",345,12.4,NA,638,11,0,48
2010-10-06,"MD","Interior","1MD","Fr",344,13.1,NA,507,0,0,49
2010-09-25,"CMD","Interior","1CMD","Ca",344,13.4,NA,540,0,0,50
