"station","date","air_min","air_max","degree_days","accumulated_dd","x","x1","yr","julian"
"LOST_HILLS.A",2010-05-03,47,86,13.07,420.1,NA,NA,2010,123
"LOST_HILLS.A",2010-05-04,52,81,11.91,432.01,NA,NA,2010,124
"LOST_HILLS.A",2010-05-05,45,79,9.38,441.39,NA,NA,2010,125
"LOST_HILLS.A",2010-05-06,44,73,6.5,447.89,NA,NA,2010,126
"LOST_HILLS.A",2010-05-07,44,80,9.67,457.56,NA,NA,2010,127
"LOST_HILLS.A",2010-05-08,45,79,9.38,466.93,NA,NA,2010,128
"LOST_HILLS.A",2010-05-09,48,69,5.28,472.21,NA,NA,2010,129
"LOST_HILLS.A",2010-05-10,44,72,6.06,478.27,NA,NA,2010,130
"LOST_HILLS.A",2010-05-11,47,66,3.81,482.08,NA,NA,2010,131
"LOST_HILLS.A",2010-05-12,44,77,8.3,490.38,NA,NA,2010,132
"LOST_HILLS.A",2010-05-13,50,81,11.37,501.75,NA,NA,2010,133
"LOST_HILLS.A",2010-05-14,52,86,14.38,516.13,NA,NA,2010,134
"LOST_HILLS.A",2010-05-15,54,88,16.07,532.2,NA,NA,2010,135
"LOST_HILLS.A",2010-05-16,57,88,17.5,549.7,NA,NA,2010,136
"LOST_HILLS.A",2010-05-17,56,63,4.5,554.2,NA,NA,2010,137
"LOST_HILLS.A",2010-05-18,56,74,10,564.2,NA,NA,2010,138
"LOST_HILLS.A",2010-05-19,52,82,12.41,576.61,NA,NA,2010,139
"LOST_HILLS.A",2010-05-20,55,76,10.5,587.11,NA,NA,2010,140
"LOST_HILLS.A",2010-05-21,46,75,7.7,594.81,NA,NA,2010,141
"LOST_HILLS.A",2010-05-22,43,66,3.41,598.22,NA,NA,2010,142
"LOST_HILLS.A",2010-05-23,47,69,5.13,603.36,NA,NA,2010,143
"LOST_HILLS.A",2010-05-24,48,72,6.66,610.01,NA,NA,2010,144
"LOST_HILLS.A",2010-05-25,47,77,8.8,618.82,NA,NA,2010,145
"LOST_HILLS.A",2010-05-26,55,74,9.5,628.32,NA,NA,2010,146
"LOST_HILLS.A",2010-05-27,51,74,8.22,636.54,NA,NA,2010,147
"LOST_HILLS.A",2010-05-28,50,71,6.56,643.1,"2","2",2010,148
"LOST_HILLS.A",2010-05-29,47,79,9.74,652.84,NA,NA,2010,149
"LOST_HILLS.A",2010-05-30,51,88,15.06,667.91,NA,NA,2010,150
"LOST_HILLS.A",2010-05-31,55,91,18,685.91,NA,NA,2010,151
"LOST_HILLS.A",2010-06-01,57,82,14.5,700.41,NA,NA,2010,152
"LOST_HILLS.A",2010-06-02,54,86,15.08,715.48,NA,NA,2010,153
"LOST_HILLS.A",2010-06-03,61,89,20,735.48,NA,NA,2010,154
"LOST_HILLS.A",2010-06-04,62,89,20.5,755.98,NA,NA,2010,155
"LOST_HILLS.A",2010-06-05,66,93,24.5,780.48,NA,NA,2010,156
"LOST_HILLS.A",2010-06-06,65,93,24,804.48,NA,NA,2010,157
"LOST_HILLS.A",2010-06-07,62,91,21.5,825.98,NA,NA,2010,158
"LOST_HILLS.A",2010-06-08,62,91,21.5,847.48,NA,NA,2010,159
"LOST_HILLS.A",2010-06-09,57,85,16,863.48,NA,NA,2010,160
"LOST_HILLS.A",2010-06-10,53,77,10.25,873.73,NA,NA,2010,161
"LOST_HILLS.A",2010-06-11,52,80,11.42,885.15,NA,NA,2010,162
"LOST_HILLS.A",2010-06-12,53,87,15.21,900.36,NA,NA,2010,163
"LOST_HILLS.A",2010-06-13,57,93,20,920.36,NA,NA,2010,164
"LOST_HILLS.A",2010-06-14,60,92,21,941.36,NA,NA,2010,165
"LOST_HILLS.A",2010-06-15,59,91,20,961.36,NA,NA,2010,166
"LOST_HILLS.A",2010-06-16,54,82,13.08,974.44,NA,NA,2010,167
"LOST_HILLS.A",2010-06-17,51,88,15.06,989.5,NA,NA,2010,168
"LOST_HILLS.A",2010-06-18,54,87,15.57,1005.08,NA,NA,2010,169
"LOST_HILLS.A",2010-06-19,53,80,11.73,1016.81,NA,NA,2010,170
"LOST_HILLS.A",2010-06-20,50,82,11.85,1028.66,NA,NA,2010,171
"LOST_HILLS.A",2010-06-21,52,86,14.38,1043.05,NA,NA,2010,172
"LOST_HILLS.A",2010-06-22,55,91,18,1061.05,NA,NA,2010,173
"LOST_HILLS.A",2010-06-23,60,92,21,1082.05,NA,NA,2010,174
"LOST_HILLS.A",2010-06-24,58,93,20.5,1102.55,NA,NA,2010,175
"LOST_HILLS.A",2010-06-25,58,89,18.5,1121.05,NA,NA,2010,176
"LOST_HILLS.A",2010-06-26,59,92,20.5,1141.55,"2","2",2010,177
"LOST_HILLS.A",2010-06-27,67,99,27.15,1168.69,NA,NA,2010,178
"LOST_HILLS.A",2010-06-28,70,100,28.84,1197.53,NA,NA,2010,179
"LOST_HILLS.A",2010-06-29,64,97,25.11,1222.64,NA,NA,2010,180
"LOST_HILLS.A",2010-06-30,61,95,22.93,1245.57,NA,NA,2010,181
"LOST_HILLS.A",2010-07-01,59,92,20.5,1266.07,NA,NA,2010,182
"LOST_HILLS.A",2010-07-02,58,90,19,1285.07,NA,NA,2010,183
"LOST_HILLS.A",2010-07-03,62,90,21,1306.07,NA,NA,2010,184
"LOST_HILLS.A",2010-07-04,60,94,22,1328.07,NA,NA,2010,185
"LOST_HILLS.A",2010-07-05,60,98,23.44,1351.51,NA,NA,2010,186
"LOST_HILLS.A",2010-07-06,60,93,21.5,1373.01,NA,NA,2010,187
"LOST_HILLS.A",2010-07-07,61,90,20.5,1393.51,NA,NA,2010,188
"LOST_HILLS.A",2010-07-08,59,95,21.93,1415.44,NA,NA,2010,189
"LOST_HILLS.A",2010-07-09,63,98,24.92,1440.36,NA,NA,2010,190
"LOST_HILLS.A",2010-07-10,65,99,26.17,1466.53,NA,NA,2010,191
"LOST_HILLS.A",2010-07-11,73,92,27.5,1494.03,NA,NA,2010,192
"LOST_HILLS.A",2010-07-12,66,93,24.5,1518.53,NA,NA,2010,193
"LOST_HILLS.A",2010-07-13,58,94,21,1539.53,NA,NA,2010,194
"LOST_HILLS.A",2010-07-14,64,92,23,1562.53,NA,NA,2010,195
"LOST_HILLS.A",2010-07-15,67,99,27.15,1589.68,NA,NA,2010,196
"LOST_HILLS.A",2010-07-16,74,100,30.75,1620.43,NA,NA,2010,197
"LOST_HILLS.A",2010-07-17,71,102,29.73,1650.15,NA,NA,2010,198
"LOST_HILLS.A",2010-07-18,69,103,28.98,1679.13,NA,NA,2010,199
"LOST_HILLS.A",2010-07-19,66,101,27.14,1706.28,NA,NA,2010,200
"LOST_HILLS.A",2010-07-20,67,96,26.28,1732.55,NA,NA,2010,201
"LOST_HILLS.A",2010-07-21,57,97,21.65,1754.2,NA,NA,2010,202
"LOST_HILLS.A",2010-07-22,59,97,22.64,1776.84,NA,NA,2010,203
"LOST_HILLS.A",2010-07-23,61,99,24.22,1801.06,NA,NA,2010,204
"LOST_HILLS.A",2010-07-24,63,101,25.7,1826.76,NA,NA,2010,205
"LOST_HILLS.A",2010-07-25,65,96,25.28,1852.04,NA,NA,2010,206
"LOST_HILLS.A",2010-07-26,61,94,22.5,1874.54,NA,NA,2010,207
"LOST_HILLS.A",2010-07-27,57,92,19.5,1894.04,NA,NA,2010,208
"LOST_HILLS.A",2010-07-28,57,92,19.5,1913.54,NA,NA,2010,209
"LOST_HILLS.A",2010-07-29,59,93,21,1934.54,NA,NA,2010,210
"LOST_HILLS.A",2010-07-30,60,93,21.5,1956.04,NA,NA,2010,211
"LOST_HILLS.A",2010-07-31,60,96,22.8,1978.84,NA,NA,2010,212
"LOST_HILLS.A",2010-08-01,60,96,22.8,2001.64,NA,NA,2010,213
"LOST_HILLS.A",2010-08-02,61,97,23.63,2025.27,NA,NA,2010,214
"LOST_HILLS.A",2010-08-03,60,98,23.44,2048.71,NA,NA,2010,215
"LOST_HILLS.A",2010-08-04,63,95,23.92,2072.64,NA,NA,2010,216
"LOST_HILLS.A",2010-08-05,59,95,21.93,2094.57,NA,NA,2010,217
"LOST_HILLS.A",2010-08-06,59,94,21.5,2116.07,NA,NA,2010,218
"LOST_HILLS.A",2010-08-07,60,95,22.43,2138.49,"2","2",2010,219
"LOST_HILLS.A",2010-08-08,57,90,18.5,2156.99,NA,NA,2010,220
"LOST_HILLS.A",2010-08-09,57,89,18,2174.99,NA,NA,2010,221
"LOST_HILLS.A",2010-08-10,59,92,20.5,2195.49,NA,NA,2010,222
"LOST_HILLS.A",2010-08-11,55,90,17.5,2212.99,NA,NA,2010,223
"LOST_HILLS.A",2010-08-12,57,89,18,2230.99,NA,NA,2010,224
"LOST_HILLS.A",2010-08-13,62,95,23.43,2254.42,NA,NA,2010,225
"LOST_HILLS.A",2010-08-14,61,92,21.5,2275.92,NA,NA,2010,226
"LOST_HILLS.A",2010-08-15,61,94,22.5,2298.42,NA,NA,2010,227
"LOST_HILLS.A",2010-08-16,60,94,22,2320.42,NA,NA,2010,228
"LOST_HILLS.A",2010-08-17,64,102,26.41,2346.83,NA,NA,2010,229
"LOST_HILLS.A",2010-08-18,65,96,25.28,2372.11,NA,NA,2010,230
"LOST_HILLS.A",2010-08-19,62,95,23.43,2395.54,NA,NA,2010,231
"LOST_HILLS.A",2010-08-20,61,97,23.63,2419.16,NA,NA,2010,232
"LOST_HILLS.A",2010-08-21,59,98,22.95,2442.11,NA,NA,2010,233
"LOST_HILLS.A",2010-08-22,57,87,17,2459.11,NA,NA,2010,234
"LOST_HILLS.A",2010-08-23,56,93,19.5,2478.61,NA,NA,2010,235
"LOST_HILLS.A",2010-08-24,62,100,24.97,2503.59,NA,NA,2010,236
"LOST_HILLS.A",2010-08-25,67,106,28.58,2532.16,NA,NA,2010,237
"LOST_HILLS.A",2010-08-26,66,105,27.94,2560.11,NA,NA,2010,238
"LOST_HILLS.A",2010-08-27,60,97,23.13,2583.24,NA,NA,2010,239
"LOST_HILLS.A",2010-08-28,52,81,11.91,2595.16,NA,NA,2010,240
"LOST_HILLS.A",2010-08-29,54,79,11.59,2606.74,NA,NA,2010,241
"LOST_HILLS.A",2010-08-30,52,83,12.9,2619.64,NA,NA,2010,242
"LOST_HILLS.A",2010-08-31,52,84,13.39,2633.03,NA,NA,2010,243
"LOST_HILLS.A",2010-09-01,59,93,21,2654.03,NA,NA,2010,244
"LOST_HILLS.A",2010-09-02,62,103,25.67,2679.7,NA,NA,2010,245
"LOST_HILLS.A",2010-09-03,62,101,25.22,2704.92,NA,NA,2010,246
"LOST_HILLS.A",2010-09-04,61,96,23.3,2728.22,NA,NA,2010,247
"LOST_HILLS.A",2010-09-05,62,93,22.5,2750.72,NA,NA,2010,248
"LOST_HILLS.A",2010-09-06,56,94,20,2770.72,NA,NA,2010,249
"LOST_HILLS.A",2010-09-07,60,93,21.5,2792.22,NA,NA,2010,250
"LOST_HILLS.A",2010-09-08,56,79,12.5,2804.72,NA,NA,2010,251
"LOST_HILLS.A",2010-09-09,50,76,8.95,2813.67,NA,NA,2010,252
"LOST_HILLS.A",2010-09-10,54,82,13.08,2826.75,NA,NA,2010,253
"LOST_HILLS.A",2010-09-11,55,92,18.5,2845.25,NA,NA,2010,254
"LOST_HILLS.A",2010-09-12,57,92,19.5,2864.75,NA,NA,2010,255
"LOST_HILLS.A",2010-09-13,56,95,20.43,2885.18,NA,NA,2010,256
"LOST_HILLS.A",2010-09-14,52,89,15.87,2901.04,"2","2",2010,257
"LOST_HILLS.A",2010-09-15,53,86,14.71,2915.75,NA,NA,2010,258
"LOST_HILLS.A",2010-09-16,53,85,14.21,2929.97,NA,NA,2010,259
"LOST_HILLS.A",2010-09-17,56,90,18,2947.97,NA,NA,2010,260
"LOST_HILLS.A",2010-09-18,58,88,18,2965.97,NA,NA,2010,261
"LOST_HILLS.A",2010-09-19,57,86,16.5,2982.47,NA,NA,2010,262
"LOST_HILLS.A",2010-09-20,57,80,13.5,2995.97,NA,NA,2010,263
"LOST_HILLS.A",2010-09-21,55,85,15,3010.97,NA,NA,2010,264
"LOST_HILLS.A",2010-09-22,51,75,8.71,3019.67,NA,NA,2010,265
"LOST_HILLS.A",2010-09-23,49,78,9.68,3029.36,NA,NA,2010,266
"LOST_HILLS.A",2010-09-24,54,89,16.57,3045.93,NA,NA,2010,267
"LOST_HILLS.A",2010-09-25,56,92,19,3064.93,NA,NA,2010,268
"LOST_HILLS.A",2010-09-26,60,94,22,3086.93,NA,NA,2010,269
"LOST_HILLS.A",2010-09-27,61,91,21,3107.93,NA,NA,2010,270
"LOST_HILLS.A",2010-09-28,62,98,24.43,3132.36,NA,NA,2010,271
"LOST_HILLS.A",2010-09-29,61,97,23.63,3155.99,NA,NA,2010,272
"LOST_HILLS.A",2010-09-30,64,95,24.42,3180.41,NA,NA,2010,273
"LOST_HILLS.A",2010-10-01,69,96,27.27,3207.68,NA,NA,2010,274
"LOST_HILLS.A",2010-10-02,65,89,22,3229.68,NA,NA,2010,275
"LOST_HILLS.A",2010-10-03,63,89,21,3250.68,NA,NA,2010,276
"LOST_HILLS.A",2010-10-04,53,72,7.78,3258.45,NA,NA,2010,277
"LOST_HILLS.A",2010-10-05,53,69,6.3,3264.76,NA,NA,2010,278
"LOST_HILLS.A",2010-10-06,56,64,5,3269.76,NA,NA,2010,279
"LOST_HILLS.A",2010-10-07,52,70,6.53,3276.29,NA,NA,2010,280
"LOST_HILLS.A",2010-10-08,49,73,7.31,3283.6,NA,NA,2010,281
"LOST_HILLS.A",2010-10-09,51,80,11.14,3294.74,NA,NA,2010,282
"LOST_HILLS.A",2010-10-10,53,84,13.72,3308.45,NA,NA,2010,283
"LOST_HILLS.A",2010-10-11,54,87,15.57,3324.03,NA,NA,2010,284
"LOST_HILLS.A",2010-10-12,59,88,18.5,3342.53,NA,NA,2010,285
"LOST_HILLS.A",2010-10-13,61,92,21.5,3364.03,NA,NA,2010,286
"LOST_HILLS.A",2010-10-14,59,92,20.5,3384.53,NA,NA,2010,287
"LOST_HILLS.A",2010-10-15,64,91,22.5,3407.03,NA,NA,2010,288
"LOST_HILLS.A",2010-10-16,58,87,17.5,3424.53,NA,NA,2010,289
"LOST_HILLS.A",2010-10-17,52,73,7.99,3432.51,NA,NA,2010,290
"LOST_HILLS.A",2010-10-18,51,61,2.12,3434.64,NA,NA,2010,291
"LOST_HILLS.A",2010-10-19,51,73,7.74,3442.38,NA,NA,2010,292
"LOST_HILLS.A",2010-10-20,57,78,12.5,3454.88,NA,NA,2010,293
"LOST_HILLS.A",2010-10-21,54,75,9.59,3464.47,NA,NA,2010,294
"LOST_HILLS.A",2010-10-22,52,74,8.48,3472.95,NA,NA,2010,295
"LOST_HILLS.A",2010-10-23,60,75,12.5,3485.45,NA,NA,2010,296
"LOST_HILLS.A",2010-10-24,62,75,13.5,3498.95,NA,NA,2010,297
"LOST_HILLS.A",2010-10-25,48,69,5.28,3504.23,NA,NA,2010,298
"LOST_HILLS.A",2010-10-26,42,68,4.14,3508.36,NA,NA,2010,299
"LOST_HILLS.A",2010-10-27,40,74,6.45,3514.81,NA,NA,2010,300
"LOST_HILLS.A",2010-10-28,40,81,9.51,3524.32,NA,NA,2010,301
"LOST_HILLS.A",2010-10-29,43,78,8.6,3532.92,NA,NA,2010,302
"LOST_HILLS.A",2010-10-30,49,70,5.9,3538.83,NA,NA,2010,303
"LOST_HILLS.A",2010-10-31,43,70,5.07,3543.9,NA,NA,2010,304
"LOST_HILLS.A",2010-11-01,47,74,7.41,3551.31,NA,NA,2010,305
"LOST_HILLS.A",2010-11-02,48,75,8.06,3559.36,NA,NA,2010,306
"LOST_HILLS.A",2010-11-03,46,80,10.02,3569.39,NA,NA,2010,307
"LOST_HILLS.A",2010-11-04,52,83,12.9,3582.29,NA,NA,2010,308
"LOST_HILLS.A",2010-11-05,51,91,16.54,3598.83,NA,NA,2010,309
"LOST_HILLS.A",2010-11-06,49,74,7.78,3606.61,NA,NA,2010,310
"LOST_HILLS.A",2010-11-07,45,69,4.87,3611.48,NA,NA,2010,311
"LOST_HILLS.A",2010-11-08,44,61,1.57,3613.06,NA,NA,2010,312
"LOST_HILLS.A",2010-11-09,39,61,1.37,3614.43,NA,NA,2010,313
"LOST_HILLS.A",2010-11-10,38,63,1.99,3616.42,NA,NA,2010,314
"LOST_HILLS.A",2010-11-11,39,63,2.03,3618.45,NA,NA,2010,315
"LOST_HILLS.A",2010-11-12,38,65,2.69,3621.14,NA,NA,2010,316
"LOST_HILLS.A",2010-11-13,40,65,2.81,3623.95,NA,NA,2010,317
"LOST_HILLS.A",2010-11-14,39,67,3.5,3627.45,NA,NA,2010,318
"LOST_HILLS.A",2010-11-15,40,71,5.19,3632.64,NA,NA,2010,319
"LOST_HILLS.A",2010-11-16,41,71,5.29,3637.92,NA,NA,2010,320
"LOST_HILLS.A",2010-11-17,45,72,6.19,3644.12,NA,NA,2010,321
"LOST_HILLS.A",2010-11-18,41,78,8.31,3652.43,NA,NA,2010,322
"LOST_HILLS.A",2010-11-19,44,57,0.34,3652.77,NA,NA,2010,323
"LOST_HILLS.A",2010-11-20,43,53,0,3652.77,NA,NA,2010,324
"LOST_HILLS.A",2010-11-21,39,58,0.51,3653.28,NA,NA,2010,325
"LOST_HILLS.A",2010-11-22,39,58,0.51,3653.8,NA,NA,2010,326
"LOST_HILLS.A",2010-11-23,35,61,1.25,3655.05,NA,NA,2010,327
"LOST_HILLS.A",2010-11-24,32,49,0,3655.05,NA,NA,2010,328
"LOST_HILLS.A",2010-11-25,27,53,0,3655.05,NA,NA,2010,329
"LOST_HILLS.A",2010-11-26,28,57,0.22,3655.28,NA,NA,2010,330
"LOST_HILLS.A",2010-11-27,30,61,1.14,3656.42,NA,NA,2010,331
"LOST_HILLS.A",2010-11-28,33,53,0,3656.42,NA,NA,2010,332
"LOST_HILLS.A",2010-11-29,29,52,0,3656.42,NA,NA,2010,333
"LOST_HILLS.A",2010-11-30,30,57,0.23,3656.65,NA,NA,2010,334
"LOST_HILLS.A",2010-12-01,30,58,0.42,3657.07,NA,NA,2010,335
"LOST_HILLS.A",2010-12-02,30,63,1.72,3658.79,NA,NA,2010,336
"LOST_HILLS.A",2010-12-03,41,60,1.12,3659.91,NA,NA,2010,337
"LOST_HILLS.A",2010-12-04,47,62,2.14,3662.05,NA,NA,2010,338
"LOST_HILLS.A",2010-12-05,43,67,3.82,3665.87,NA,NA,2010,339
"LOST_HILLS.A",2010-12-06,41,66,3.26,3669.13,NA,NA,2010,340
"LOST_HILLS.A",2010-12-07,40,65,2.81,3671.94,NA,NA,2010,341
"LOST_HILLS.A",2010-12-08,38,61,1.34,3673.28,NA,NA,2010,342
"LOST_HILLS.A",2010-12-09,41,66,3.26,3676.53,NA,NA,2010,343
"LOST_HILLS.A",2010-12-10,41,68,4.05,3680.58,NA,NA,2010,344
"LOST_HILLS.A",2010-12-11,52,66,4.6,3685.19,NA,NA,2010,345
"LOST_HILLS.A",2010-12-12,53,65,4.35,3689.54,NA,NA,2010,346
"LOST_HILLS.A",2010-12-13,46,64,2.86,3692.4,NA,NA,2010,347
"LOST_HILLS.A",2010-12-14,50,61,2.01,3694.41,NA,NA,2010,348
"LOST_HILLS.A",2010-12-15,43,54,0,3694.41,NA,NA,2010,349
"LOST_HILLS.A",2010-12-16,42,52,0,3694.41,NA,NA,2010,350
"LOST_HILLS.A",2010-12-17,44,54,0,3694.41,NA,NA,2010,351
"LOST_HILLS.A",2010-12-18,51,56,0.19,3694.61,NA,NA,2010,352
"LOST_HILLS.A",2010-12-19,52,61,2.26,3696.87,NA,NA,2010,353
"LOST_HILLS.A",2010-12-20,47,52,0,3696.87,NA,NA,2010,354
"LOST_HILLS.A",2010-12-21,47,59,1.02,3697.89,NA,NA,2010,355
"LOST_HILLS.A",2010-12-22,51,55,0,3697.89,NA,NA,2010,356
"LOST_HILLS.A",2010-12-23,46,60,1.32,3699.2,NA,NA,2010,357
"LOST_HILLS.A",2010-12-24,40,53,0,3699.2,NA,NA,2010,358
"LOST_HILLS.A",2010-12-25,42,69,4.55,3703.75,NA,NA,2010,359
"LOST_HILLS.A",2010-12-26,42,58,0.56,3704.32,NA,NA,2010,360
"LOST_HILLS.A",2010-12-27,37,57,0.27,3704.59,NA,NA,2010,361
"LOST_HILLS.A",2010-12-28,39,57,0.29,3704.87,NA,NA,2010,362
"LOST_HILLS.A",2010-12-29,43,58,0.58,3705.46,NA,NA,2010,363
"LOST_HILLS.A",2010-12-30,30,49,0,3705.46,NA,NA,2010,364
"LOST_HILLS.A",2010-12-31,28,52,0,3705.46,NA,NA,2010,365
"LOST_HILLS.A",2011-01-01,33,50,0,0,NA,NA,2011,1
"LOST_HILLS.A",2011-01-02,39,50,0,0,NA,NA,2011,2
"LOST_HILLS.A",2011-01-03,36,54,0,0,NA,NA,2011,3
"LOST_HILLS.A",2011-01-04,33,53,0,0,NA,NA,2011,4
"LOST_HILLS.A",2011-01-05,33,43,0,0,NA,NA,2011,5
"LOST_HILLS.A",2011-01-06,39,45,0,0,NA,NA,2011,6
"LOST_HILLS.A",2011-01-07,40,44,0,0,NA,NA,2011,7
"LOST_HILLS.A",2011-01-08,38,42,0,0,NA,NA,2011,8
"LOST_HILLS.A",2011-01-09,39,42,0,0,NA,NA,2011,9
"LOST_HILLS.A",2011-01-10,34,47,0,0,NA,NA,2011,10
"LOST_HILLS.A",2011-01-11,37,51,0,0,NA,NA,2011,11
"LOST_HILLS.A",2011-01-12,37,62,1.62,1.62,NA,NA,2011,12
"LOST_HILLS.A",2011-01-13,36,61,1.28,2.9,NA,NA,2011,13
"LOST_HILLS.A",2011-01-14,44,55,0,2.9,NA,NA,2011,14
"LOST_HILLS.A",2011-01-15,38,55,0,2.9,NA,NA,2011,15
"LOST_HILLS.A",2011-01-16,47,55,0,2.9,NA,NA,2011,16
"LOST_HILLS.A",2011-01-17,48,58,0.72,3.62,NA,NA,2011,17
"LOST_HILLS.A",2011-01-18,41,57,0.3,3.93,NA,NA,2011,18
"LOST_HILLS.A",2011-01-19,35,57,0.26,4.18,NA,NA,2011,19
"LOST_HILLS.A",2011-01-20,38,60,1.04,5.22,NA,NA,2011,20
"LOST_HILLS.A",2011-01-21,33,60,0.93,6.15,NA,NA,2011,21
"LOST_HILLS.A",2011-01-22,34,59,0.69,6.84,NA,NA,2011,22
"LOST_HILLS.A",2011-01-23,34,64,2.16,9,NA,NA,2011,23
"LOST_HILLS.A",2011-01-24,37,54,0,9,NA,NA,2011,24
"LOST_HILLS.A",2011-01-25,38,54,0,9,NA,NA,2011,25
"LOST_HILLS.A",2011-01-26,39,55,0,9,NA,NA,2011,26
"LOST_HILLS.A",2011-01-27,42,59,0.84,9.85,NA,NA,2011,27
"LOST_HILLS.A",2011-01-28,40,55,0,9.85,NA,NA,2011,28
"LOST_HILLS.A",2011-01-29,39,44,0,9.85,"2","2",2011,29
"LOST_HILLS.A",2011-01-30,42,60,1.15,11,NA,NA,2011,30
"LOST_HILLS.A",2011-01-31,38,56,0.1,11.1,NA,NA,2011,31
"LOST_HILLS.A",2011-02-01,34,56,0.09,11.19,NA,NA,2011,32
"LOST_HILLS.A",2011-02-02,34,59,0.69,11.88,NA,NA,2011,33
"LOST_HILLS.A",2011-02-03,30,60,0.88,12.76,NA,NA,2011,34
"LOST_HILLS.A",2011-02-04,35,60,0.97,13.73,NA,NA,2011,35
"LOST_HILLS.A",2011-02-05,34,64,2.16,15.9,NA,NA,2011,36
"LOST_HILLS.A",2011-02-06,38,67,3.43,19.33,NA,NA,2011,37
"LOST_HILLS.A",2011-02-07,40,73,6.02,25.35,NA,NA,2011,38
"LOST_HILLS.A",2011-02-08,38,58,0.5,25.86,NA,NA,2011,39
"LOST_HILLS.A",2011-02-09,33,60,0.93,26.79,NA,NA,2011,40
"LOST_HILLS.A",2011-02-10,35,62,1.56,28.34,NA,NA,2011,41
"LOST_HILLS.A",2011-02-11,33,64,2.12,30.47,NA,NA,2011,42
"LOST_HILLS.A",2011-02-12,35,73,5.56,36.02,NA,NA,2011,43
"LOST_HILLS.A",2011-02-13,38,70,4.6,40.63,NA,NA,2011,44
"LOST_HILLS.A",2011-02-14,45,64,2.78,43.4,NA,NA,2011,45
"LOST_HILLS.A",2011-02-15,48,67,4.38,47.78,NA,NA,2011,46
"LOST_HILLS.A",2011-02-16,40,60,1.09,48.87,NA,NA,2011,47
"LOST_HILLS.A",2011-02-17,31,62,1.45,50.32,NA,NA,2011,48
"LOST_HILLS.A",2011-02-18,43,64,2.63,52.95,NA,NA,2011,49
"LOST_HILLS.A",2011-02-19,38,55,0,52.95,NA,NA,2011,50
"LOST_HILLS.A",2011-02-20,36,53,0,52.95,NA,NA,2011,51
"LOST_HILLS.A",2011-02-21,33,57,0.25,53.19,NA,NA,2011,52
"LOST_HILLS.A",2011-02-22,39,57,0.29,53.48,NA,NA,2011,53
"LOST_HILLS.A",2011-02-23,35,58,0.47,53.94,NA,NA,2011,54
"LOST_HILLS.A",2011-02-24,37,55,0,53.94,NA,NA,2011,55
"LOST_HILLS.A",2011-02-25,42,61,1.48,55.43,"2","2",2011,56
"LOST_HILLS.A",2011-02-26,34,49,0,55.43,NA,NA,2011,57
"LOST_HILLS.A",2011-02-27,30,55,0,55.43,NA,NA,2011,58
"LOST_HILLS.A",2011-02-28,30,63,1.72,57.14,NA,NA,2011,59
"LOST_HILLS.A",2011-03-01,35,61,1.25,58.4,NA,NA,2011,60
"LOST_HILLS.A",2011-03-02,47,65,3.38,61.78,NA,NA,2011,61
"LOST_HILLS.A",2011-03-03,48,65,3.5,65.28,NA,NA,2011,62
"LOST_HILLS.A",2011-03-04,41,67,3.65,68.93,NA,NA,2011,63
"LOST_HILLS.A",2011-03-05,43,69,4.65,73.58,NA,NA,2011,64
"LOST_HILLS.A",2011-03-06,48,64,3.07,76.64,NA,NA,2011,65
"LOST_HILLS.A",2011-03-07,45,62,2,78.64,NA,NA,2011,66
"LOST_HILLS.A",2011-03-08,41,63,2.13,80.77,NA,NA,2011,67
"LOST_HILLS.A",2011-03-09,40,69,4.37,85.14,NA,NA,2011,68
"LOST_HILLS.A",2011-03-10,43,79,9.05,94.19,NA,NA,2011,69
"LOST_HILLS.A",2011-03-11,47,64,2.96,97.15,NA,NA,2011,70
"LOST_HILLS.A",2011-03-12,43,66,3.41,100.57,NA,NA,2011,71
"LOST_HILLS.A",2011-03-13,42,71,5.39,105.96,NA,NA,2011,72
"LOST_HILLS.A",2011-03-14,46,74,7.24,113.2,NA,NA,2011,73
"LOST_HILLS.A",2011-03-15,48,77,9,122.2,NA,NA,2011,74
"LOST_HILLS.A",2011-03-16,46,64,2.86,125.06,NA,NA,2011,75
"LOST_HILLS.A",2011-03-17,40,64,2.44,127.5,NA,NA,2011,76
"LOST_HILLS.A",2011-03-18,34,67,3.2,130.7,NA,NA,2011,77
"LOST_HILLS.A",2011-03-19,43,57,0.33,131.03,NA,NA,2011,78
"LOST_HILLS.A",2011-03-20,43,57,0.33,131.35,NA,NA,2011,79
"LOST_HILLS.A",2011-03-21,40,59,0.8,132.15,NA,NA,2011,80
"LOST_HILLS.A",2011-03-22,42,61,1.48,133.63,NA,NA,2011,81
"LOST_HILLS.A",2011-03-23,43,59,0.87,134.5,NA,NA,2011,82
"LOST_HILLS.A",2011-03-24,43,61,1.53,136.03,NA,NA,2011,83
"LOST_HILLS.A",2011-03-25,46,62,2.07,138.1,NA,NA,2011,84
"LOST_HILLS.A",2011-03-26,47,63,2.55,140.64,NA,NA,2011,85
"LOST_HILLS.A",2011-03-27,47,64,2.96,143.6,NA,NA,2011,86
"LOST_HILLS.A",2011-03-28,46,65,3.28,146.88,NA,NA,2011,87
"LOST_HILLS.A",2011-03-29,45,67,4.02,150.9,NA,NA,2011,88
